Solar irradiance (Kurucz, R.L. 2005)   revised 02jan2010
High resolution irradiance spectrum from 300 to 1000 nm.
Thuillier et al (2004) calibration
Kurucz.harvard.edu/sun/irradiance2005/irradthuwn.br_5nm
0.5 nm FWHM Gaussian broadening
300 by 0.25 to 1000 nm
 
    nm    W/m**2/nm
  966.500  0.7871
  966.750  0.7914
  967.000  0.7945
  967.250  0.7933
  967.500  0.7884
  967.750  0.7817
  968.000  0.7847
  968.250  0.7914
  968.500  0.7940
  968.750  0.7938
  969.000  0.7863
  969.250  0.7810
  969.500  0.7840
  969.750  0.7866
  970.000  0.7877
  970.250  0.7830
  970.500  0.7790
  970.750  0.7785
  971.000  0.7835
  971.250  0.7905
  971.500  0.7915
  971.750  0.7894
  972.000  0.7876
  972.250  0.7874
  972.500  0.7867
  972.750  0.7849
  973.000  0.7796
  973.250  0.7795
  973.500  0.7814
  973.750  0.7739
  974.000  0.7613
  974.250  0.7636
  974.500  0.7719
  974.750  0.7729
  975.000  0.7759
  975.250  0.7770
  975.500  0.7734
  975.750  0.7743
  976.000  0.7772
  976.250  0.7749
  976.500  0.7640
  976.750  0.7616
  977.000  0.7700
  977.250  0.7715
  977.500  0.7746
  977.750  0.7772
  978.000  0.7749
  978.250  0.7704
  978.500  0.7629
  978.750  0.7591
  979.000  0.7601
  979.250  0.7653
  979.500  0.7696
  979.750  0.7689
  980.000  0.7643
  980.250  0.7565
  980.500  0.7604
  980.750  0.7683
  981.000  0.7687
  981.250  0.7660
  981.500  0.7656
  981.750  0.7681
  982.000  0.7690
  982.250  0.7686
  982.500  0.7660
  982.750  0.7617
  983.000  0.7605
  983.250  0.7614
  983.500  0.7582
  983.750  0.7580
  984.000  0.7621
  984.250  0.7624
  984.500  0.7625
  984.750  0.7631
  985.000  0.7622
  985.250  0.7599
  985.500  0.7583
  985.750  0.7571
  986.000  0.7574
  986.250  0.7531
  986.500  0.7490
  986.750  0.7538
  987.000  0.7526
  987.250  0.7519
  987.500  0.7527
  987.750  0.7550
  988.000  0.7573
  988.250  0.7549
  988.500  0.7528
  988.750  0.7505
  989.000  0.7397
  989.250  0.7308
  989.500  0.7402
  989.750  0.7508
  990.000  0.7497
  990.250  0.7487
  990.500  0.7511
  990.750  0.7518
  991.000  0.7514
  991.250  0.7480
  991.500  0.7445
  991.750  0.7468
  992.000  0.7502
  992.250  0.7502
  992.500  0.7473
  992.750  0.7459
  993.000  0.7451
  993.250  0.7397
  993.500  0.7398
  993.750  0.7459
  994.000  0.7467
  994.250  0.7442
  994.500  0.7400
  994.750  0.7389
  995.000  0.7404
  995.250  0.7396
  995.500  0.7399
  995.750  0.7405
  996.000  0.7407
  996.250  0.7403
  996.500  0.7406
  996.750  0.7419
  997.000  0.7419
  997.250  0.7415
  997.500  0.7412
  997.750  0.7395
  998.000  0.7382
  998.250  0.7372
  998.500  0.7366
  998.750  0.7358
  999.000  0.7358
  999.250  0.7360
  999.500  0.7053
  999.750  0.5306
 1000.000  0.2100
